Reactions,sprint_GES1_ARID1A_KO,gimme_GES1_ARID1A_KO,init_GES1_ARID1A_KO,sprint_GES1_ARID1A_KO_Volasertib,gimme_GES1_ARID1A_KO_Volasertib,init_GES1_ARID1A_KO_Volasertib,sprint_GES1_WT_Volasertib,gimme_GES1_WT_Volasertib,init_GES1_WT_Volasertib,sprint_GES_WT,gimme_GES_WT,init_GES_WT,sprint_OVCAR3_ARID1A_KO,gimme_OVCAR3_ARID1A_KO,init_OVCAR3_ARID1A_KO,sprint_OVCAR3_WT,gimme_OVCAR3_WT,init_OVCAR3_WT
EX_3ttetddcoacrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c101crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c10crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c10dc[e],1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
EX_c12dc[e],1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
EX_c16dc[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c3dc[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c4crn[e],1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1
EX_c4dc[e],1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
EX_c51crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c5dc[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c6crn[e],0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
EX_c6dc[e],1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
EX_c81crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_c8crn[e],0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
EX_c8dc[e],1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
EX_ddece1crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_ddecrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_decdicrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_doco13ac[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_docosac[e],1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
EX_docosdiac[e],1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
EX_ivcrn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_tetdec2crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_tetdece1crn[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
EX_dca[e],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
FAOXC101C102m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC101C102x,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
FAOXC101C8m,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC101C8x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC101x,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC102C101m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
FAOXC102C101x,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC102C103m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC102C103x,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
FAOXC102C81m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC102C81x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC102m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC102x,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC103C102m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC103C102x,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
FAOXC10C10OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC10C8m,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC10C8x,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC10DCC8DCx,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC11BRC9BRx,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
FAOXC11C9m,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
FAOXC121C101m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC121C10x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC121x,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC122C101m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC122m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC122x,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC123C102m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC123C102x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC123m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC123x,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC12C10m,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC12C10x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC12C12OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC12DCC10DCx,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC12DCTc,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
FAOXC12DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC12DCx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
FAOXC13BRC11BRx,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
FAOXC13C11m,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
FAOXC141C121m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC141C121x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC141C141OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC142C122m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC142C122x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC142C142OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC143C123m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC143C123x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC14C12m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC14C12x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC14C14OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC14DCC12DCx,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC15ATPx,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC15BRC13BRx,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC15C13m,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
FAOXC15NADPx,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC15NADx,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
FAOXC161C141m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC161C141x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC161C161OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC162C142m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC162C162OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC163C142x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC163C143m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC163C164Gm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC163C164x,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
FAOXC163GC142m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC163Gm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC163x,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC164C143m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC164C143x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC164C163x,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
FAOXC164C165m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC164C165x,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
FAOXC164GC163m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC164m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC164x,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC165C164m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC165C164x,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
FAOXC16BRx,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC16C14m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC16C14x,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC16C16OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC16DCC14DCx,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC16DCr,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC16OHC16r,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAOXC17C15m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC181C161m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC181C161x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC181C181OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC182C162m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC182C182OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC183C163Gm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC183C163m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC184C163m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC184C163x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC184C164m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC184C164x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC184m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC184x,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC185C164m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC185m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC18C18OHm,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC201C181x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC204C184m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC204C205x,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
FAOXC205C184x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC205C185m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC221C201x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC225C204m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC225C204x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC225C226m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC225C226x,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
FAOXC225m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC225x,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC226C205m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC226C225m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC226C225x,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
FAOXC226C227m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC226m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC227C226m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXC22C20x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC22C22DCHYr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAOXC22OHC22r,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
FAOXC241C221x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC24C22x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC3DC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC4C2m,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC4C4DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC5C3x,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
FAOXC5C5DCc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC5C5OHm,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
FAOXC5OHc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC61C4m,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
FAOXC61C4x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC61m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXC61x,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
FAOXC6C4m,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC6C4x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC6DCC4DCx,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC7C5m,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
FAOXC81C61m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXC81C61x,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC8C6m,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
FAOXC8C6x,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
FAOXC8DCC6DCx,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
FAOXC9C7m,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
FAOXMC10OHMC10r,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
FAOXOHC16C16DCc,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
FAOXOHC22C22DCc,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
FAOXOHMC10DC10c,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1
FAOXTC101TC102m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXTC102C101m,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
FAOXTC122TC101m,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
FAOXTC122m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXTC142TC122m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXTC162TC142m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FAOXTC182TC162m,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
FOAXC122C101x,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
GLUTCOAACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDCACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDDACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDECAACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HDECEACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEDCECRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HEXCOAACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEXDCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HEXDIACtr,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HEXDICOAACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HEXDICOAACBPx,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
HIVCACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HIVCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HOCDACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOCTDACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HOCTDEC2CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HOCTDECCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
HTDCACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
HTDCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
IVCOAACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IVCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
LGNCCOAtcx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRVNCCOAtxc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCD11COACPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCD11CRNCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
OCD11CRNCPT2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCT11EFATP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCTDEC2ACBP,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCTDECCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
OCTDECCPT1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCTDECCPT2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OCTDECE1CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
sink_octdececoa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
OMHDEACIDTD,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1
OMHDOCOSACTD,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0
OMHPALTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRISTCOAtcx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
SBCOAACOTx,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
SCP21cx,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
SEBACACT,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
SEBACIDtx,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
SEBCOACROT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
SEBCOAPET,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
STCOATxc,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
STRDNCCOAtxc,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
SUBEACtx,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
SUBERCACT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
SUBERCROT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
SUBERICACT,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
SUCCACT,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
SUCCCROT,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
SUCCOAPET,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
TDCRNe,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
sink_tetdec2coa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
TETDEC2CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
sink_tetdece1coa[c],1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
TETDECE1CRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
TIGCRNe,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
34DHPHELAT1tc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4OHPROIMINOtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAALACNc,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
ALAALAPEPT1tc,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
ALAATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALAyLATthc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
ARGATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASCBSVCTtc,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
ASNATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BALABETAtc,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
BALAPAT1tc,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
BGLUGCHe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGLUTCHLe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BGLUTDECHOe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTNTe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARPEPT1tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSSNAT5tc,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0
CYSTALArBATtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSTLEUrBATtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOLTle,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
GALSGLT1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLCSGLT1le,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLNATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLNyLATthc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
GLYGLYCNc,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0
GLYGLYPEPT1tc,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
GLYPHEPEPT1tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYPROPEPT1tc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLYSARCNc,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
GLYSARPEPT1tc,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
GLYSNAT5tc,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0
GUMDCHAe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUMGCHLe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUMTCHOLe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HISSNAT5tc,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0
HISyLATtc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HISyLATthc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HPETFABP1tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ILEATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEUGLYPEPT1tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEULEULAPc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
LEULEUPEPT1tc,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LEUyLAThtc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
LINOFATPtc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LYSATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METATB0tc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METyLATthc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
NACHORCTL3le,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
OCDEAFABP1tc,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
OLEICFATPtc,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ORNALArBATtc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
